Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe Coating,Internal Pressure (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
16.0,0.375,X-42,Rough Steel,1500,5,5,35,100,130,Parallel,13.72,536.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,100,130,Perpendicular,18.78,734.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,100,140,Parallel,14.78,578.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,100,140,Perpendicular,20.22,790.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,110,Parallel,11.61,454.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,110,Perpendicular,15.89,621.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,120,Parallel,12.67,495.44,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,120,Perpendicular,17.33,677.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,125,Parallel,13.19,516.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,125,Perpendicular,18.06,706.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,130,Parallel,13.72,536.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,130,Perpendicular,18.78,734.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,140,Parallel,14.78,578.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,150,140,Perpendicular,20.22,790.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,110,Parallel,11.61,454.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,110,Perpendicular,15.89,621.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,120,Parallel,12.67,495.44,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,120,Perpendicular,17.33,677.98,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,125,Parallel,13.19,516.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,125,Perpendicular,18.06,706.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,130,Parallel,13.72,536.73,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,130,Perpendicular,18.78,734.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,140,Parallel,14.78,578.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,5,35,200,140,Perpendicular,20.22,790.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,110,Parallel,10.39,568.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,110,Perpendicular,13.44,736.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,120,Parallel,11.33,620.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,120,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,125,Parallel,11.81,646.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,125,Perpendicular,15.28,836.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,130,Parallel,12.28,672.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,130,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,140,Parallel,13.22,724.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,0,140,Perpendicular,17.11,937.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,110,Parallel,10.39,568.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,110,Perpendicular,13.44,736.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,120,Parallel,11.33,620.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,120,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,125,Parallel,11.81,646.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,125,Perpendicular,15.28,836.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,130,Parallel,12.28,672.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,130,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,140,Parallel,13.22,724.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,50,140,Perpendicular,17.11,937.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,110,Parallel,10.39,568.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,110,Perpendicular,13.44,736.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,120,Parallel,11.33,620.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,120,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,125,Parallel,11.81,646.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,125,Perpendicular,15.28,836.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,130,Parallel,12.28,672.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,130,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,140,Parallel,13.22,724.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,100,140,Perpendicular,17.11,937.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,110,Parallel,10.39,568.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,110,Perpendicular,13.44,736.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,120,Parallel,11.33,620.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,120,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,125,Parallel,11.81,646.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,125,Perpendicular,15.28,836.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,130,Parallel,12.28,672.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,130,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,140,Parallel,13.22,724.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,150,140,Perpendicular,17.11,937.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,110,Parallel,10.39,568.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,110,Perpendicular,13.44,736.21,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,120,Parallel,11.33,620.61,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,120,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,125,Parallel,11.81,646.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,125,Perpendicular,15.28,836.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,130,Parallel,12.28,672.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,130,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,140,Parallel,13.22,724.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,25,200,140,Perpendicular,17.11,937.0,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,110,Parallel,10.76,588.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,110,Perpendicular,14.18,776.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,120,Parallel,11.73,642.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,120,Perpendicular,15.47,846.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,125,Parallel,12.22,669.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,125,Perpendicular,16.11,882.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,130,Parallel,12.71,696.05,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,130,Perpendicular,16.76,917.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,140,Parallel,13.69,749.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,0,140,Perpendicular,18.04,988.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,110,Parallel,10.76,588.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,110,Perpendicular,14.18,776.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,120,Parallel,11.73,642.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,120,Perpendicular,15.47,846.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,125,Parallel,12.22,669.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,125,Perpendicular,16.11,882.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,130,Parallel,12.71,696.05,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,130,Perpendicular,16.76,917.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,140,Parallel,13.69,749.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,50,140,Perpendicular,18.04,988.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,110,Parallel,10.76,588.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,110,Perpendicular,14.18,776.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,120,Parallel,11.73,642.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,120,Perpendicular,15.47,846.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,125,Parallel,12.22,669.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,125,Perpendicular,16.11,882.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,130,Parallel,12.71,696.05,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,130,Perpendicular,16.76,917.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,140,Parallel,13.69,749.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,100,140,Perpendicular,18.04,988.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,110,Parallel,10.76,588.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,110,Perpendicular,14.18,776.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,120,Parallel,11.73,642.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,120,Perpendicular,15.47,846.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,125,Parallel,12.22,669.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,125,Perpendicular,16.11,882.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,130,Parallel,12.71,696.05,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,130,Perpendicular,16.76,917.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,140,Parallel,13.69,749.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,150,140,Perpendicular,18.04,988.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,110,Parallel,10.76,588.97,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,110,Perpendicular,14.18,776.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,120,Parallel,11.73,642.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,120,Perpendicular,15.47,846.95,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,125,Parallel,12.22,669.28,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,125,Perpendicular,16.11,882.24,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,130,Parallel,12.71,696.05,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,130,Perpendicular,16.76,917.53,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,140,Parallel,13.69,749.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,28,200,140,Perpendicular,18.04,988.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,110,Parallel,11.0,602.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,110,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,120,Parallel,12.0,657.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,120,Perpendicular,16.0,876.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,125,Parallel,12.5,684.49,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,125,Perpendicular,16.67,912.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,130,Parallel,13.0,711.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,130,Perpendicular,17.33,949.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,140,Parallel,14.0,766.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,0,140,Perpendicular,18.67,1022.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,110,Parallel,11.0,602.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,110,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,120,Parallel,12.0,657.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,120,Perpendicular,16.0,876.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,125,Parallel,12.5,684.49,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,125,Perpendicular,16.67,912.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,130,Parallel,13.0,711.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,130,Perpendicular,17.33,949.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,140,Parallel,14.0,766.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,50,140,Perpendicular,18.67,1022.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,110,Parallel,11.0,602.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,110,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,120,Parallel,12.0,657.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,120,Perpendicular,16.0,876.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,125,Parallel,12.5,684.49,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,125,Perpendicular,16.67,912.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,130,Parallel,13.0,711.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,130,Perpendicular,17.33,949.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,140,Parallel,14.0,766.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,100,140,Perpendicular,18.67,1022.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,110,Parallel,11.0,602.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,110,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,120,Parallel,12.0,657.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,120,Perpendicular,16.0,876.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,125,Parallel,12.5,684.49,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,125,Perpendicular,16.67,912.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,130,Parallel,13.0,711.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,130,Perpendicular,17.33,949.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,140,Parallel,14.0,766.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,150,140,Perpendicular,18.67,1022.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,110,Parallel,11.0,602.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,110,Perpendicular,14.67,803.14,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,120,Parallel,12.0,657.11,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,120,Perpendicular,16.0,876.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,125,Parallel,12.5,684.49,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,125,Perpendicular,16.67,912.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,130,Parallel,13.0,711.87,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,130,Perpendicular,17.33,949.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,140,Parallel,14.0,766.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,30,200,140,Perpendicular,18.67,1022.18,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,110,Parallel,11.24,615.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,110,Perpendicular,15.16,829.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,120,Parallel,12.27,671.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,120,Perpendicular,16.53,905.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,125,Parallel,12.78,699.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,125,Perpendicular,17.22,943.08,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,130,Parallel,13.29,727.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,130,Perpendicular,17.91,980.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,140,Parallel,14.31,783.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,0,140,Perpendicular,19.29,1056.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,110,Parallel,11.24,615.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,110,Perpendicular,15.16,829.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,120,Parallel,12.27,671.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,120,Perpendicular,16.53,905.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,125,Parallel,12.78,699.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,125,Perpendicular,17.22,943.08,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,130,Parallel,13.29,727.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,130,Perpendicular,17.91,980.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,140,Parallel,14.31,783.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,50,140,Perpendicular,19.29,1056.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,110,Parallel,11.24,615.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,110,Perpendicular,15.16,829.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,120,Parallel,12.27,671.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,120,Perpendicular,16.53,905.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,125,Parallel,12.78,699.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,125,Perpendicular,17.22,943.08,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,130,Parallel,13.29,727.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,130,Perpendicular,17.91,980.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,140,Parallel,14.31,783.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,100,140,Perpendicular,19.29,1056.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,110,Parallel,11.24,615.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,110,Perpendicular,15.16,829.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,120,Parallel,12.27,671.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,120,Perpendicular,16.53,905.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,125,Parallel,12.78,699.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,125,Perpendicular,17.22,943.08,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,130,Parallel,13.29,727.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,130,Perpendicular,17.91,980.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,140,Parallel,14.31,783.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,150,140,Perpendicular,19.29,1056.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,110,Parallel,11.24,615.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,110,Perpendicular,15.16,829.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,120,Parallel,12.27,671.72,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,120,Perpendicular,16.53,905.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,125,Parallel,12.78,699.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,125,Perpendicular,17.22,943.08,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,130,Parallel,13.29,727.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,130,Perpendicular,17.91,980.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,140,Parallel,14.31,783.67,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,32,200,140,Perpendicular,19.29,1056.25,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,110,Parallel,11.61,635.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,110,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,120,Parallel,12.67,693.62,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,120,Perpendicular,17.33,949.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,125,Parallel,13.19,722.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,125,Perpendicular,18.06,988.71,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,130,Parallel,13.72,751.42,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,130,Perpendicular,18.78,1028.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,140,Parallel,14.78,809.22,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,0,140,Perpendicular,20.22,1107.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,50,110,Parallel,11.61,635.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,50,110,Perpendicular,15.89,870.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,5,7,35,50,120,Parallel,12.67,693.62,0,0.0,Exceeds
