Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Stiff Lean Clay,CL,16,0.375,X-42,1,67,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1259.231689,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,68,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1278.026192,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,69,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1296.820695,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,70,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1315.615198,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,71,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1334.409701,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,72,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1353.204203,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,73,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1371.998706,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,74,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1390.793209,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,75,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1409.587712,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,76,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1428.382215,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,77,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1447.176717,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,78,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1465.97122,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,79,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1484.765723,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,80,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1503.560226,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,81,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1522.354729,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,82,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1541.149232,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,83,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1559.943734,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,84,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1578.738237,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,85,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1597.53274,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,86,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1616.327243,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,87,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1635.121746,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,88,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1653.916249,6680.0,355.423076,Does Not Exceed
