Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Stiff Fat Clay,CH,16,0.375,X-42,2,24,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,939.65,14050.35,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,25,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,978.81,14011.19,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,26,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1017.96,13972.04,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,27,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1057.11,13932.89,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,28,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1096.26,13893.74,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,29,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1135.42,13854.58,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,30,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1174.57,13815.43,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,31,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1213.72,13776.28,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,32,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1252.87,13737.13,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,33,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1292.02,13697.98,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,34,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1331.18,13658.82,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,35,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1370.33,13619.67,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,36,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1409.48,13580.52,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,37,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1448.63,13541.37,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,38,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1487.79,13502.21,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,39,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1526.94,13463.06,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,40,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1566.09,13423.91,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,41,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1605.24,13384.76,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,42,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1644.39,13345.61,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,43,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1683.55,13306.45,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,44,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1722.7,13267.3,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,45,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1761.85,13228.15,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,46,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1801.0,13189.0,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,47,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1840.16,13149.84,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,48,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1879.31,13110.69,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,49,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1918.46,13071.54,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,50,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1957.61,13032.39,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,51,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,1996.77,12993.23,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,52,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2035.92,12954.08,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,53,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2075.07,12914.93,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,54,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2114.22,12875.78,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,55,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2153.37,12836.63,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,56,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2192.53,12797.47,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,57,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2231.68,12758.32,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,58,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2270.83,12719.17,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,59,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2309.98,12680.02,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,60,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2349.14,12640.86,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,61,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2388.29,12601.71,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,62,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2427.44,12562.56,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,63,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2466.59,12523.41,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,64,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2505.74,12484.26,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,65,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2544.9,12445.1,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,66,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2584.05,12405.95,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,67,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2623.2,12366.8,382.86,Does Not Exceed
