Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,14,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,710.59,14279.41,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,15,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,761.34,14228.66,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,16,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,812.1,14177.9,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,17,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,862.86,14127.14,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,18,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,913.61,14076.39,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,19,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,964.37,14025.63,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,20,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1015.12,13974.88,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,21,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1065.88,13924.12,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,22,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1116.64,13873.36,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,23,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1167.39,13822.61,295.33,Does Not Exceed
